code,product_name,brands,countries,quantity,categories,labels,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
5060853640124,Super Berry Granola,Bio & Me,United Kingdom,360g,Granola,"No added sugar,High fibres,Certified B Corporation,Vegetarian,Vegan",a,b,4.0,"Wholegrain _Oats_ 60%, Dates, Chicory Root Fibre, Seeds 6% (Sunflower, Pumpkin, Brown Linseed), Dried Carrot, Skin on _Almonds_, Extra Virgin Olive Oil, Puffed Brown Rice, Freeze Dried Berries 2% (Blackcurrant, Cherry, Strawberry), Beetroot and Carrot Extract, Dried Beetroot, Quinoa, Natural Flavourings.",382.0,12.0,1.7,50.0,9.7,15.0,11.0,0.04,0.016
00458061,Wheat and Rye Soughdough Half Bloomer,Sainsburys,en:gb,400g,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced fermented soughdough bread made with wheat &Rye, en:sliced-breads","Vegetarian, Vegan",b,b,4.0,"Fortified British Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin) (45%), Water, Rye Flour (18%), Sea Salt, Extra Virgin Olive Oil (1%), Rapeseed Oil, Soya Flour, Fermented Wheat Flour, Wheat Gluten, Flour Treatment Agent: Ascorbic Acid.",249.0,2.6,0.4,44.9,1.6,5.0,9.0,0.945,0.378
4056489710592,Soft Pitted Dates,Alesto,en:gb,250 g,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Fruits, Dried plant-based foods, Dried fruits, Dates, en:deglet-noor-dates","Green Dot,Vegan",d,c,3.0,"Partially Rehydrated Deglet Nour Dates, Preservative: Potassium Sorbate.",288.0,0.2,0.1,65.2,52.7,7.5,2.5,0.19,0.076
5060337222174,biotiful gut health kefir protues,Biotiful,gb,250g,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Kefir yogurts, en:fermented-milk-drinks",,b,unknown,,Pasteurised Cow's Milk fermented with Live Kefir and Quark Cultures.,66.0,0.4,0.2,3.52,3.52,,12.0,0.098,0.0392
6111029000491,النمر,,en:Morocco,,yz,,e,unknown,3.0,سكر,,,,,,,,,
5010003052949,Best of Both Bread,Hovis,United Kingdom,800g,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, White breads, Bread white from wheat flour of the highest grade GOST 26987-86",,c,unknown,4.0,"Water, Wheat Flour (with added Calcium, Iron, Niacin, Thiamin) (32%), Wholemeal Flour (Wheat) (32%), Yeast, Calcium Sulphate, Salt, Wheat Protein, Soya Flour, Preservative: E282, Emulsifiers: E472e, E471, E322 (Rapeseed); Flour Treatment Agent: Ascorbic Acid.",232.0,1.75,0.25,44.7,3.5,2.5,8.75,0.887,0.355
5000246728787,Yeo Valley Salted Butter,Yeo Valley,en:United Kingdom,200 g,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Butter fat","Organic, EU Organic, GB-ORG-05, Soil Association Organic",e,d,2.0,"Organic unsalted butter (milk), salt.",745.0,82.0,52.0,0.6,0.6,,0.6,1.5,0.6
8402001009648,María 100% Integral,"Hacendado, Siro","Portugal,Espanha",,"Lanches comida,Lanches doces,Biscoitos e Bolos,en:Biscuits and crackers,Biscoitos,es:Galletas maría",,d,c,4.0,"Harina integral de trigo (gluten) (74%), azúcar, jarabe de glucosa y fructosa, aceite de girasol alto oleico (7%), gasificantes (carbonatos de sodio, carbonatos de amonio), emulgente (lecitina de girasol), sal, suero de leche en polvo, miel, antioxidantes (metabisulfito sódico, extracto rico en tocoferoles).",410.0,10.0,1.0,66.0,20.0,11.0,8.7,1.4,0.56
00938112,Intense Dark Chocolate 85% Cocoa Solids,Marks & Spencer,"France,Royaume-Uni",100 g e,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs extra fin","Commerce équitable,Végétarien,Fairtrade International,Végétalien,Fabriqué en Italie",d,d,3.0,Cocoa Mass Cocoa Butter - Fat Reduced Cocoa Powder. Cane Sugar - Vanilla Extract. Dark Chocolate contains Cocoa Solids 85% minimum,632.0,52.6,32.0,25.4,17.2,10.2,9.1,0.0,0.0
3036810201280,Dijon-Senf,Maille,"Deutschland,Spanien",215 g,"Gewürzmittel,Saucen,Senfe,Dijon-Senfe","Glutenfrei,Grüner Punkt",e,a,3.0,"Wasser, SENFKÖRNER (26%), Branntweinessig (AT: Weingeistessig), Speisesalz Saverungsmittel: Citronensäure, Konservierungsstoff KALIUMMETABISULFIT",151.0,11.0,0.5,3.5,0.0,0.0,7.0,5.0,2.0
3067140036303,Chicoree liquide 250 ml,Leroux,France,250 ml,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Préparations pour boissons,Aides culinaires,Boissons instantanées,Boissons sans sucre ajouté,en:Instant coffee substitutes,Chicorée soluble,Aide culinaire sucrée,Chicorée,Chicorée liquide","Point Vert,Sans caféine,en:100% d'origine végétale,en:Fabriqué en France,en:Naturellement peu sucré,en:Naturellement sans caféine,en:Point Vert",unknown,unknown,1.0,100 % extrait de chicorée liquide concentré.,238.0,0.6,0.1,53.0,35.0,3.0,2.4,0.14,0.056
3123349011227,1L PUR JUS ORANGE JOKER NEW,Joker,France,1 L,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus","Sans conservateurs, Fabriqué en France, Sans sucre ajouté, Sans colorants, Nutriscore, Nutriscore C",c,c,1.0,Jus d'orange.,41.0,0.0,0.0,9.0,8.5,0.0,0.8,0.0,0.0
3175681037885,Tartines Craquantes Multi-Céréales,Céréal bio,"France,Switzerland",145 g,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads","Low or no sugar,Low sugar,Organic,EU Organic,No preservatives,Non-EU Agriculture,EU Agriculture,EU/non-EU Agriculture,FR-BIO-01,FR-BIO-10,Made in France,New recipe,No colorings,No palm oil,Nutriscore,Nutriscore Grade A,AB Agriculture Biologique,Triman",b,a-plus,3.0,"Farine de riz* 67,7g, farine de sarrasin* 29,7g), farine de quinoa* 9,5g, sucre de canne roux, sel de mer.",377.0,2.3,0.3,78.0,2.8,2.5,9.9,0.32,0.128
3178050000725,Huile d'Olive Vierge Extra,Puget,"France,Martinique,La Réunion,Suisse","0,5L","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Produits de l'olivier,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges","Point Vert,Produit naturel,Eco-emballages,Since-1857",b,d,2.0,Huile d'olive,900.0,100.0,15.0,0.0,0.0,,0.0,0.0,0.0
3265479432005,Huile d'olive vierge extra - Bio,Puget,France,75 cl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Produits de l'olivier, Huiles, Huiles d'olive, Huiles d'olive vierges extra, Huiles d'olive vierges, Huile-d-olive-vierge-extra-bio","Bio, Bio européen, AB Agriculture Biologique",b,c,2.0,Huile d'olive,900.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
3523230029681,Sainte-Maure,Soignon,France,300 g,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de France, Fromages de chèvre, Fromages à pâte molle à croûte naturelle, Bûche de chèvre","Lait Français, en:FSC, FSC Mix, Triman, Fsc-c134209",d,d,3.0,"_Lait_ de chèvre (origine France), sel, ferments (dont _lait_), coagulant.",291.0,23.0,16.0,1.0,1.0,0.0,20.0,1.5,0.6
3600900021050,Tipiak Graine Parfumé,Tipiak,France,510 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Semoules de céréales, Semoules de blé, Semoules de blé dur, Couscous, Semoules de blé dur pour couscous","Made in France, Nutriscore, en:nutriscore-grade-a",c,b,4.0,"Semoule de blé dur précuite (gluten) (93%), épices (céleri) (1,8 %), sel, huile de tournesol, paprika déshydraté, arômes naturels, dextrose, graines de cumin.",165.0,1.29,0.214,32.1,1.5,2.36,5.86,0.668,0.267
5000232901422,Batchelors : Mushy Original,Batchelors,"Frankreich, Schweiz, Vereinigtes Königreich, Germany",300g,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Legumes and their products, Canned foods, Legumes, Seeds, Vegetables based foods, Canned plant-based foods, Legume seeds, Vegetables, Canned vegetables, Pulses, Canned legumes, Green peas, Canned peas, fr:pois-casses","Vegetarian, Green Dot, Verified",c,a,4.0,"peas prepared (95 %), water, sugar, salt, colours (e102, e133)",88.0,0.4,0.2,13.1,1.4,3.9,5.9,0.45,0.18
5014067153833,Strawberry Bio Live Yoghurt,Yeo Valley,"France, United Kingdom",450 g,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Strawberry yogurts","No gluten, Organic, EU Organic, GB-ORG-05, Soil Association Organic",c,a,4.0,"Organic whole MILK yogurt, organic strawberries (5%), organic sugar (4.9%), organic maize starch, natural flavouring, organic concentrated elderberry juice, organic concentrated lemon juice",98.0,4.0,2.8,10.9,10.7,,4.5,0.1575,0.063
5411188115533,soya Vanille,Alpro,"Autriche,Belgique,Finlande,France,Allemagne,Roumanie,Suède,Suisse",1 l,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Légumineuses et dérivés,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de légumineuses,Boissons végétales de soja,Boissons avec sucre ajouté,Boissons végétales de soja à la vanille,Boissons au soja aromatisées sucrées enrichies en calcium","Sans gluten,Végétarien,Sans OGM,Végétalien,Ohne Gentechnik,Entreprise B certifiée,Enrichi en calcium,Union Végétarienne Européenne,Union Végétarienne Européenne Végétalien,FSC,FSC Mix,Point Vert,Fabriqué en France,Sans lactose,Nutriscore,Nutriscore B,Riche en vitamine B12,Riche en vitamine D,en:enriched-wih-vitamins,en:fsc-c014047",c,a,4.0,"SOJABASIS (Wasser, geschälte SOJABOHNEN (7,8%)), Zucker, Calciumcarbonat, Aromen, Meersalz, Säureregulator (Kaliumphosphate), Karottenextrakt, Stabilisator (Gellan), Vitamine (B2, B12, D2).Von Natur aus gluten - und laktosefrei.",57.0,1.8,0.3,6.7,6.7,0.5,3.0,0.14,0.056
6130760003769,L'ben,Soummam,Algérie,1L,"Produits laitiers fermentés,Laits,Boissons fermentées,Boissons lactées fermentées,Lben","Sans gluten,Bifidobactérium",b,c,,"Lait partiellement écrémé, ferments lactiques et BB-12&quot; Bifidobacterium. Taux de matière grasse: 1.2 à 2%",40.13,1.65,1.13,3.62,0.0,0.0,2.7,0.07,0.028
7613035272903,Ricoré Original Café & Chicorée,Nestlé,France,200 g,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Hot beverages, Plant-based beverages, Beverage preparations, Coffees, Instant beverages, Instant coffee substitutes, Instant mix of chicory and coffee powder, en:instant-chicory","Point Vert,Fabriqué en France,Nutriscore,Nutriscore A,Origine France,Triman",unknown,f,4.0,"café soluble 33,2%, fibres de chicorée (oligofructose) 33%, chicorée soluble 30%, sulfate de magnésium,",141.0,0.4,0.09,7.7,7.7,48.7,3.0,0.15,0.06
8480000094742,Granola baja en azúcares,Hacendado,España,400 g,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno,Muesli","Bajo en sal o sin sal,Bajo o sin azúcar,Bajo en sal,Bajo contenido de azúcar,Fuente de fibra alimentaria,Punto Verde,Rico en fibra,Recicla amarillo,pt:Ecoponto amarelo",a,b,,"Flocos de aveia (glúten) integral 72,4%, óleo de girassol, sementes 7.7% (sementes de girassol, sementes de abóbora), frutos secos 7% (amêndoa, avelã torrada, castanha de caju, noz pecan), coco desidratado, açúcar, melaço, antioxidante: extracto rico em tocoferóis. Os ingredientes em negrito contém alergénios Pode conter vestígios de outros frutos de casca rija, leite e soja.",477.0,22.7,3.5,50.2,4.7,8.5,13.6,0.02,0.008
8480000205124,Yogur estilo griego natural,Hacendado,España,1 kg,"Lácteos,Comidas fermentadas,Productos fermentados de la leche,Postres,Postres lácteos,en:Fermented dairy desserts,Yogures,en:Plain fermented dairy desserts,Yogures naturales,Yogures estilo griego",Punto Verde,c,b,3.0,"Leche pasteurizada entera, nata, leche en polvo desnatada, fermentos lácteos",129.0,10.8,6.7,3.9,3.9,0.0,3.9,0.0,0.0
9352042000298,Vegemite,"Sainsbury's, Sainsburys Taste the Difference Taste the difference","France, United Kingdom, en:ireland",220g,"Plant-based foods and beverages,Plant-based foods,Spreads,Plant-based spreads,Salted spreads,Yeast extract spreads","Vegetarian,Australian made",d,unknown,4.0,"Yeast extract (from yeast grown on barley and wheat), salt, malt extract (from barley), flavour enhancer (potassium chloride), colour (E 150c). spice extract (contains celery), niacin, thiamin, riboflavin, folic acid.",174.0,0.9,0.1,11.1,2.4,8.4,25.9,8.39,3.356
16756168,Chocolat au lait feuilleté caramel,Poulain,France,95g,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats au lait,Chocolats au caramel,Chocolats au lait extra fin,Chocolats au lait au caramel",Fabriqué en France,unknown,e,4.0,"Sucre, pâte de cacao, éclats de noisettes (11 %), beurre de cacan cacan maigre en poudre, beurre concentré, émulsifiant (lecithines de soja), arôme naturel. Cacao : 43% minimum. But comenii céréales et autres fruits à coque.",,,,,,,,,
8480000125248,Chocolate negro 0% azúcares añadidos 85% cacao,Hacendado,Spain,100 g,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Chocolates with sweeteners,Dark chocolates,Dark chocolates with sweeteners","No added sugar,With sweeteners,Green Dot,Excessive consumption can have laxative effects",d,e,4.0,"Pasta de cacao, manteca de cacao, edulcorante (maltitol), cacao desgrasado en polvo, emulgente (lecitina de girasol), aroma natural de vainilla, edulcorante (glucósidos de esteviol).",571.0,49.0,30.0,22.0,1.0,13.0,11.0,0.0,0.0
3327272107266,Menguy's Beurre de cacahuètes crunchy,Menguy's,France,454 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Fruits à coques, Purées d'oléagineux, Beurres de légumineuses, Beurres de fruits à coques, Beurres de cacahuètes, Cacahuètes, Beurres de cacahuetes croustillants","Fabriqué en France,Sans huile de palme,Nutriscore,Nutriscore C,Triman,Riche en fibres,Source de protéines",c,d,3.0,"CACAHUETES 87%, beurre végétal (sal, cacao), sucre, sel. Traces éventuelles de fruits à coque, soja et gluten de blé.",629.0,52.0,9.3,12.0,8.5,6.7,25.0,0.73,0.292
00282123,Authentic Greek Yoghurt,Taste The Difference,United Kingdom,500 g,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Plain yogurts, Greek-style yogurts, Plain greek-style yogurts","Organic, Soil Association Organic",c,b,1.0,Natural Greek Yogurt (Cows' _Milk_),137.0,10.7,7.4,4.1,3.2,0.2,6.0,0.107,0.043
8480000512239,Queso de untar light,Hacendado,España,300g,"Lácteos,Comidas fermentadas,Productos fermentados de la leche,Desayunos,Quesos,Untables,Untables salados,Untables dulces,fr:Pâtes à tartiner,Quesos para untar","Sin gluten,Punto Verde,Sin huevo",c,d,4.0,"pasteurized cow's milk, pasteurized skimmed cow milk, salt, stabilizer (garrofin gum, sodium and carrageenan alqinate), preservative (potassium sorbate) and lactic ferments,",130.0,8.3,6.0,4.8,4.8,,9.0,0.0019,0.00076
5060198640360,Pizza Base with Tomato Sauce,Crosta & mollica,en:gb,270g,"Meals,Pizzas pies and quiches,Pizzas,Pizza",Made in Italy,c,unknown,3.0,"Wheat Flour, Water, Tomato Pulp (11%), Tomato Puree (11%), Olive Oil, Durum Wheat Semolina, Salt, Yeast, Malted Wheat Flour.",227.0,3.4,0.57,41.0,4.2,3.0,7.0,1.2,0.48
5050974504139,Rosemary & Sea Salt Thins,Ryvita,en:gb,125 g,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, en:appetizers",,c,unknown,4.0,"_wheat_ flour (_wheat_ flour, calcium, iron, niacin, thiamin), wholegrain _rye_ flour (8%), dried rosemary pieces (3%), olive 0il, sea salt (1.5%), flavour enhancer (potassium chloride), natural rosemary flavouring (0.5%),",386.0,4.29,0.857,68.6,2.86,8.57,12.9,1.68,0.671
5018297002008,Wholemeal Bagels,New York Bakery Co.,United Kingdom,"450g, 5 bagels","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads",,a,a,4.0,"Wholemeal WHEAT Flour, Water, Sugar, WHEAT Gluten, Yeast, Rapeseed Oil, Maize, WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Spirit Vinegar, Preservative (Calcium Propionate), Malted BARLEY Flour, Flour Treatment Agent (Ascorbic Acid).",252.0,1.9,0.3,44.9,6.4,6.2,10.7,0.78,0.312
5057373748423,Black Beans in Water,Tesco,"United Kingdom,Ireland",400 g,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Seeds, Legume seeds, Pulses, Common beans, Black beans, en:canned-legumes",Vegetarian,a,unknown,4.0,"black beans, water, firming agent (calcium chloride)",110.0,0.6,0.1,15.1,0.5,7.1,7.5,0.01,0.004
8711327373105,Ванилов сладолед с парчета бисквити с шоколадов чипс и шоколадови парчета,Ben & Jerry's,"Austria,Belgium,Bulgaria,Finland,France,Germany,Spain,United Kingdom,Lithuania",406 g,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream tubs,Luxury ice cream in a cup","Fair trade,Fairtrade International,Halal,Halal Food Authority,Vegetarian",e,a,4.0,"СМЕТАНА (27%), вода, кондензирано обезмаслено МЛЯКО, захар, пшенично брашно, кафява захар, яйчЕН ЖЪЛТЪК, МАСЛО, растителни мазнини (соева, кокосова), яйца, какао маса, нискомаслено какао на прах, меласа, екстракт от ванилия, стабилизатори (гума гуар, карагенан), сол, какаово масло, есенция от естествена ванилия и кафява захар, есенция от истинско МАСЛО, емулгатор (СОЕВ лецитин), МЛЕЧНА мазнина.",273.0,15.0,9.2,31.0,25.0,0.6,4.1,0.17,0.068
3497917002451,Chips de Sarrasin au Sel de Guerande,Brets,France,120 g e,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Snacks salés,Graines,Amuse-gueules,Céréales et dérivés,Chips et frites,Céréales en grains,Chips,Sarrasin,en:Chips-de-sarrasin","nutriscore, nutriscore-c, produit-en-bretagne, au-sel-de-guérande, pme-plus, triman, nl:geproduceerd-in-bretagne, sarrasin-100 %-français",b,a,3.0,"buckwheat flour (france) (64,5%), sunflower oil (34%), guérande salt (1,5%)",567.0,38.0,3.1,45.0,0.6,4.6,8.9,1.1,0.44
4088600179131,Coconut milk,"Aldi, Asia Specialities","United Kingdom, en:ireland",400 ml,Coconut milks and creams,"Vegetarian,Vegan",d,a,4.0,"COCONUT EXTRACT (56%), Water, Stabiliser: Sodium Carboxy Methyl Cellulose; Emulsifier: Polysorbate 60.",171.0,16.9,14.6,3.3,2.0,0.4,1.1,0.0,0.0
5000354909924,bisto,Bisto,"Ireland, en:united-kingdom",,"Condiments, Sauces, Groceries",,c,unknown,4.0,"potato starch, salt, wheat starch, colour (e150c), onion powder, inactive yeast powder (contains barley, wheat). allergy advice: for allergens, including cereals containing gluten, see ingredients in bold. may also contain milk and soya.",12.0,1.0,0.2,3.2,1.0,1.0,1.0,1.24,0.496
3061990143372,"BN - Strawberry Cookies, 285g (10oz)",BN,"Bélgica,Francia",285 g,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Filled biscuits, Strawberry biscuits, Sandwich biscuits","Made in France, No colorings, Triman",e,c,4.0,"cereals (wheat flour (32%) - wholemeal wheat flour (15%), wholemeal rye flour, wholemeal barley flour)- glucose-fruciose syrup - sugar-vegetable fat (palm) - stabiliser: glycerol – glucose syrup - concentrated strawberry puree (strawberry equivalent 2%) - starch - raising agents: ammonium bicarbonate, sodium bicarbonate - salt - dried skimmed milk - acids: citric acid, trisodium citrate - colour: beetroot red-gelling agent: pectin-flavouring - milk solids, may contain traces of nuts and soya,",398.0,8.4,3.7,75.0,32.0,2.5,5.3,0.48,0.192
4088600003610,CIABATTA ROLLS,Aldi,"Germany, en:united-kingdom",4,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Bread rolls",,b,unknown,3.0,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, EXTRA VIRGIN OLIVE OIL (3%), Fermented Wheat Flour, Malted Wheat Flour, Salt, Yeast.",267.0,2.4,0.5,49.4,2.8,3.2,10.4,0.62,0.248
3124480195326,PET 1.2L MAYTEA MENTHE,May Tea,France,"1,2L","Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Green teas, Tea-based beverages, Iced teas, Iced teas with mint flavor, en:sweetened-beverages","Sans arômes artificiels,Sans conservateurs,Rainforest Alliance,Sans édulcorants,Triman",c,a-plus,4.0,"Infusion de thé vert 94% (eau, infusion intense de thé vert), sucre, acidifiants: acide malique et acide citrique, correcteur d'acidité: citrate de sodium, arôme naturel, antioxydant: acide ascorbique",14.0,0.0,0.0,3.3,3.3,0.0,0.0,0.03,0.012
5000328015927,Baked Sea Salt,Walkers,"United Kingdom, Germany",6 x 22g,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps",,c,b,4.0,"potato flakes, starch, rapeseed oil, sugar, emulsifier (lecithins), sea salt seasoning (sea salt, salt), flavourings, sunflower oil, colour (annato norbixin)",438.0,13.0,1.4,73.0,5.4,6.3,5.9,0.85,0.34
5000328024240,Snack a Jacks Zingy Salt & Vinegar 117g,SnackaJacks,United Kingdom,117g,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes",Vegetarian,c,d,4.0,"Wholegrain Rice (46%), Maize, Seasoning [Flavourings, Salt, Acid (Citric Acid), Sugar, Potassium Chloride, Vinegar Powder], Sunflower Oil.",410.0,5.71,0.952,78.1,0.952,3.81,8.57,1.33,0.533
8719200265455,Natural Ingredients Buttery,Flora,en:United Kingdom,1 kg,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Spreadable fats, Vegetable fats, Margarines, en:salted-spreads","No gluten,Vegetarian,Vegan,No palm oil,Plant based,No milk,No preservatives,No artificial colors,No artificial flavors",e,b,4.0,"vegetable oils (rapeseed, sunflower, linseed in variable natural proportions), water, coconut fat, ingredients emulsifier (sunflower lecithin), faba bean preparation, salt (1,3%), natural flavourings, colour (beta carotene), flora is made with natural ingredients and is free from palm oil, 100% plant-based - suitable for vegans-gluten free, dairy free free from preservatives, artificial colours, and flavours,",677.0,75.0,28.0,0.5,0.5,0.0,0.5,1.3,0.52
4056489000563,Ketchup,Batts,en:united-kingdom,650,"Condiments, Sauces, Tomato sauces, Ketchup","Vegetarian, Vegan",d,b,4.0,"water, 27% double concentrated tomato purée, sugar, spirit vinegar, salt, flavouring,",99.0,0.1,0.0,21.6,19.3,1.2,1.2,1.0325,0.413
06163826,Complet au sarrasin,Gerblé,France,210 g,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,en:Specific products,en:Products for specific diets,Produits sans gluten,Tartines craquantes extrudées","Sans gluten,Source de protéines,Sans sucre ajouté,Sans lactose,Sans huile de palme,Nutriscore,Nutriscore A",a,a,4.0,"Eau, levain de riz 26,8% (farine de riz 13,4%, eaul farine de sarrasin complete 20%, amidon de mais, brisures de sarrasin décorti que 58%, solat de protéine de pois, huile de tournesol oleique, ibre vgitale: psylium, hbres végétales (pois chiches, mais), épaississant bydaxypopylméthylcellulese, sel de mer, fibre d'agrume, levure de bou - lnge, emuslant , mono-et dialycerides d'acides gras, alcool ethylique fabiqué dans un atelier quí utilise de la moutarde, des euts du ssame, du soja et des piotlinés de lait Ce produit ne comvient pas aus personnes attelntes de galactosémie. SOURCE DE PROTEINES",224.0,3.6,0.5,33.0,4.2,15.0,7.5,1.1,0.44
01504972,Full Fat Soft Cheese,Sainsbury's,United Kingdom,300 g,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cream cheeses",,d,c,3.0,Full Fat Soft Cheese.,255.0,24.5,19.0,3.1,3.1,1.6,4.7,0.4925,0.197
20023775,Taboulé à l’orientale,Saladinettes,"België,Frankrijk,Spanje",500 g,"Kant-en-klaar maaltijden,Hartige griesmeelschotels,Tabouleh,Oosterse Taboulehs,Tabouleh met Olijfolie","Vegetarisch,Groene Punt,Nutriscore,Nutriscore B,fr:Blé français,Triman,fr:Eco-emballages",c,a,3.0,"Semoule de blé dur réhydratée 56% (semoule de blé dur (Origine : France), eau), légumes (poivrons, tomates 10%, oignons), jus de citron à base de concentré, huile d'olive vierge extra, huile de colza, raisins secs 2%, menthe, épices, vinaigre d'alcool, sel, conservateur: sorbate de potassium.",183.0,6.7,0.8,25.0,5.4,2.1,4.5,0.9,0.36
20163402,Tomaten passiert,Baresa,"Bulgaria,France,Germany,Switzerland",500g,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Gemüsebasierte Lebensmittel, Tomaten und Tomatenprodukte, Passierte Tomaten","FSC, FSC Mix, Grüner Punkt, Hergestellt in Italien, Nutriscore, en:Fsc-c020428",a,a-plus,3.0,"99,7% Tomaten, Speisesalz, Säuerungsmittel: Citronensäure.",33.0,0.5,0.1,4.9,4.0,1.4,1.7,0.4,0.16
3014680009175,Bonbon à la Sève de Pin,"La Vosgienne, Mondelez","Belgium,Brazil,Canada,France,Switzerland",125 g,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Bonbons","Sans arômes artificiels, Fabriqué en Espagne, Sans colorants",e,c,4.0,"Sucre, sirop de glucose, miel, menthol, huiles essentielles (eucalyptus, pin), mélasses, extrait de réglisse,",390.0,0.0,0.0,97.5,74.0,0.0,0.1,0.0,0.0
3017760038331,La Barquette (chocolat),LU,"Francia,Reunión,España",120 g,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Biscuits au chocolat, en:sponge-cake, Barquettes, Barquettes au chocolat","Sans arômes artificiels, Sans conservateurs, Fabriqué en France, Sans colorants",e,d,4.0,"Sucre, farine de blé 20%, huile de colza, ceufs, chocolat en poudre 13 % (sucre, cacao en poudre), pâte de noisette 6%, lait écrémé en poudre 4,5 % ( équivalent lait écrémé 49 %), sirop de glucose-fructose, poudres à lever (diphosphates, carbonates de sodium), émulsifiants (E471, lécithines de soja), sel, acidifiant (acide citrique), amidon de blé, arômes naturels, levure sèche. Peut contenir autres fruits à coque.",489.0,23.0,2.9,62.0,47.0,2.6,6.5,0.34,0.136
