code,product_name,brands,countries,quantity,categories,labels,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
6111035000430,Sidi Ali,سيدي علي,Morocco,33 cl,"Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters,Unsweetened beverages,Natural mineral waters",,a,not-applicable,,OBD1 999 999 1112606 266963207 mb,0.0,0.0,0.0,4.2,1.4,0.0,0.0,0.0,0.0
6111242100992,perly,perly,"Morocco,United States",100 g,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Plain fermented dairy desserts,Plain fermented dairy desserts with cream",,unknown,b,3.0,"milk cream, cream, sugar, banana, bacteria",97.0,3.0,,9.4,,,8.0,,
6111035002175,Sidi Ali,Sidi Ali,Morocco,2 L,"Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters,Natural mineral waters",Green Dot,a,not-applicable,1.0,"Sodium, Calcium, Magnésium, Potassium, Bicarbonates, Sulfates, Chlorures,",,,,,,,,0.065,0.026
6111035000058,Eau minérale naturelle,"Les Eaux Minérales d'oulmès,Sidi Ali",Morocco,"1,5 L","Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters,Unsweetened beverages,Natural mineral waters","ISO 22000,ISO 14001,ISO 45001,ISO 9001",a,not-applicable,1.0,100% mineral water,,,,,,,,0.065,0.026
6111252421568,اكوافينا,AQUAFINA,المغرب,33cl,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales,Eaux de table",,a,not-applicable,,ouverture et avant le : Voir bouteille. après مياه مصفاة بتقنية اكوافينا هايدرو - 7 Eau purifiée par la technique Aquafina HydRO-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000508,0.000203
6111266962187,Lait,Jaouda,Morocco,450 ml,"Dairies,Meals,Milks (liquid and powder),Milks,Semi-skimmed milks",,b,d,3.0,Lait frais pasteurisé demi-écrémé à 15g/l de matière grasse,45.0,1.5,1.0,4.9,0.0,,3.1,0.225,0.09
3274080005003,Eau De Source,Cristaline,"Belgium,Côte d'Ivoire,France,Germany,Guadeloupe,Italy,Luxembourg,Mali,Martinique,New Caledonia,Switzerland,United Kingdom",1500 ml,"Beverages and beverages preparations,Beverages,Waters,Spring waters,Mineral waters,Unsweetened beverages,Natural mineral waters","Triman,it:acqua-di-sorgente",a,not-applicable,1.0,Eau de source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.021
6111246721261,Fromage blanc nature,MILKY FOOD PROFESSIONAL,Morocco,1kg,"Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Fermented dairy desserts,Fromages blancs - petit suisses and skyr,Plain fermented dairy desserts,fr:Fromages blancs,fr:Fromages blancs natures",,a,a,3.0,"Ferments lactiques, Présure, Sel.",80.6,12.0,0.0,6.1,0.0,0.0,7.3,0.0,0.0
6111242101180,uht jaouda 1L,Jaouda,"Democratic Republic of the Congo,Mauritania,Morocco,United States",1L,"Dairies,Milks,Homogenized milks,UHT Milks,Whole milks,Cow milks,Whole milk UHT",No gluten,b,d,1.0,Lait entier,58.0,3.0,0.0,4.8,0.0,,3.0,0.0,0.0
6111242106949,Jben,Jaouda,"Maroc,en:morocco",160g,"en:Dairies, en:Fermented foods, en:Fermented milk products, en:Spreads, en:Cheeses, en:Salted spreads, en:Cheese spreads, en:Fromage frais nature à 21%de matière grasse",en:No gluten,d,d,4.0,"lait frais entier, crème, stabilisants, amidon, carraghénane, sel, ferments lactiques
matière grasse 21%",235.0,21.0,15.0,3.5,0.0,0.0,8.0,0.46,0.184
6111128000071,Ain Saïss,Danone,Maroc,1.5 l,"Boissons,Eaux,Eaux de sources,Eaux minérales,Boissons sans alcool,Boissons sans sucre ajouté",,a,not-applicable,1.0,Eau minérale naturelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6111035502828,Eau minéral naturelle,Ain atlas,Morocco,33cl,"Beverages,Waters,Spring waters,Mineral waters,Natural mineral waters",Green Dot,a,not-applicable,,0800 94 Aïn Atlas EAU MINÉRALE NATURELLE 55 VOTRE CAFÉ POUR ACCOMPAGNER An Atlas ANNEMANG BLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6111035000027,6111035000027,Sidi Ali,Maroc,50 cl,Eaux minérales naturelles,"Point Vert,en:Maroc",a,not-applicable,,"Composition minérale en mg/
Résidu sec à 110°C: 186
12 t S Sodium 26 tCalciumMagnésium9 tiiSulfates 42 i3 t H Chiorures 14Potassium
Bicarbonates 104 i Nitrates",0.0,0.0,0.0,0.0,0.0,,0.0,0.0065,0.0026
50184453,Marmite Yeast Extract,"Marmite,Unilever","France,Germany,Ireland,Italy,Netherlands,Spain,United Kingdom,United States",250g,Yeast extract spreads,"Vegetarian,Halal,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Halal Food Authority,Vitamin B source",e,unknown,4.0,"yeast extract, barley, wheat, oats, rye, salt, vegetable juice concentrate, thiamin, riboflavin, niacin, vitamin B12, folic acid, natural flavouring, celery",260.0,0.5,0.1,30.0,1.2,,34.0,10.8,4.32
6111242100985,,Jaouda,Maroc,80 g,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Yaourts,Desserts lactés fermentés nature,Fromages blancs,Fromages blancs natures",,a,b,1.0,"lait ecremé, créme, ferments lactiques. Matière grasse: 6% Poids net:90g",101.0,6.0,0.0,4.2,0.0,0.0,7.6,0.0,0.0
6111099003897,,lilia,"Morocco,United States",200 g,"Plant-based foods and beverages,Dairies,Plant-based foods,Fats,Spreads,Plant-based spreads,Salted spreads,Vegetable fats,Spreadable fats,Animal fats,Dairy spreads,Margarines,Milkfat,Butters",,d,e,,"زيوت نباتية مصفاة غير مهدرجة مل طيب نشأ الفرد مستحبات (2471) و (478) تسكين الصوجا (1222) حمض السورية (200) السيتريك (2300) مضادات الأكسدة سوريات البوتاسيوم (1202) حم خليط الشوكوفيرولات)، منكم ملون (1600) وفينا , AU : يحفظ في مكان بارد درجة TERR All FRANS : Tents",675.0,75.0,34.0,0.2,0.0,0.0,0.1,0.5,0.2
6111252421582,اكوافينا,pepsi,Maroc,"1,5l","Eaux,Eaux de table",,b,not-applicable,1.0,Aqua,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
7622210449283,Prince Goût Chocolat,LU,"Algeria,Belgium,France,French Polynesia,Germany,Guadeloupe,Hungary,Luxembourg,Martinique,Morocco,New Caledonia,Réunion,Spain,Switzerland,United States",300 g,"Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Sandwich biscuits","Distributor labels,Charte LU Harmony,Triman",e,d,4.0,"Céréale 50 % (Farine de blé 34,8 %, farine de blé complet 15,2 %), sucre, huiles végétales (palme, colza), cacao maigre en poudre 4,5 %, sirop de glucose, amidon de blé, poudres à lever (carbonates d'ammonium, carbonates de sodium), émulsifiant (lécithines de soja), sel, lait écrémé en poudre, perméat de lactosérum (de lait), arômes. Peut contenir œuf.",465.0,17.5,5.5,70.0,31.5,4.0,6.5,0.5,0.2
3046920029759,Excellence Noir Prodigieux 90% Cacao,Lindt,"Algérie,Autriche,Belgique,Bulgarie,Canada,République tchèque,Finlande,France,Polynésie française,Allemagne,Irlande,Italie,Maurice,Maroc,Pays-Bas,Norvège,La Réunion,Roumanie,Singapour,Espagne,Suède,Suisse,Tunisie,Royaume-Uni",100 g,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette,Chocolats noirs extra fin","Point Vert,Triman",e,e,3.0,"Pâte de cacao, beurre de cacao, cacao maigre, sucre, vanille.",592.0,55.0,30.0,14.0,7.0,0.0,10.0,0.03,0.012
6111035003035,Oulmes natural carbonated water,Les eaux minérales d'Oulmès S.A.,Maroc,1L,"Boissons,Boissons gazeuses,Eaux,Eaux de sources,Eaux minérales,Eaux gazeuses,Eaux minérales naturelles,Eaux minérales gazeuses","ISO 22000,ISO 14001,ISO 45001,ISO 9001,Co2 naturel",a,not-applicable,,Natural carbonated water 100%,,,,,,,,0.0784,0.0314
3017620425035,Nutella,Ferrero,"Algérie,Belgique,Bulgarie,France,Allemagne,Guadeloupe,Inde,Italie,Luxembourg,Martinique,Maroc,La Réunion,Espagne,Suisse,Tunisie,Royaume-Uni,États-Unis",1 kg,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao","Sans gluten,Végétarien,Sans conservateurs,Sans colorants,Sans matière grasse hydrogénée,Triman",e,unknown,4.0,"Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants: lécithines [SOJA]; vanilline. Sans gluten",539.0,30.9,10.6,57.5,56.3,,6.3,0.107,0.0428
5449000147417,Orange juice,Coca cola,Marocco,1L,"en:Beverages and beverages preparations,الأطعمة والمشروبات النباتية,en:Beverages,en:Plant-based beverages,en:Fruit-based beverages,en:Juices and nectars,en:orange-based-beverages,عصائر,Drinks",,e,b,4.0,"مشروب بعصير ولب البرتقال نسبة الفواكه 15% على الاقل. يحتوي على السكر و المحليات المكونات ماء, عصير ولب البرتقال,سكر, محمضات : 330 E300, مكثف: E440, :مستحلبات: E445,5414, نكهات طبيعية و مطابقة للطبيعية, محليات : E950,954, ملون 160a تمت التعبئة بواسطة كوبومي, تكنوبول مطار محمد الخامس - م.ص. النواصر الدار البيضاء الترخيص الصحى 7.8.16.AGSMAN: JNB لصالح شركات التعبئة المرخصة بالمغرب بموافقة شركة كوكاكولا تحفظ في مكان نظيف جاف وبارد. تاريخ الانتاج ) رقم الحصة P ويستحسـ الاستهلاك قبل نهاية (E), أنظر أعلى القنينة . * لكل 250 ملل السكر 17غ الدهون الملح SHE 2%* 0%* 19% 126 ملغ بالنسبة للحصص اليومية الموصى بها. تحتوي هذه القنينة على 1 لتر من المنتوج المعلومات الغذائية بالنسبة ل 100 ملل الطاقة: 159 كيلوجول/ 37 كيلو كالوري: - الدهون: 0غ بما فيها أحماض . مشبعة 0غ السكريات وغ بما فيها السكر: 7غ, البروتين أي 4 أكواب من 250 ملل الملح 50 ملغ 9 دهنية",39.0,0.0,0.0,9.3,17.0,5.0,0.0,0.126,0.0504
6111031005064,Tonik,bimo,Morocco,22 g,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Cereals and their products,Cocoa and its products,Confectioneries,Flours,Biscuits,Cereal flours,Chocolate candies,Sweeteners,Wheat flours,Sugars,fr:Gaufrettes-fourrees-au-cacao",fr:Tonik,e,b,2.0,"Coffret fourré au cacao (41,6%) et à la vanille (208) - Ingrédients Farine de blé, sucre, huile végétale non hydrogénée (huile de palme), filtrat de lait, poudre de cacao Émulsifiant à faible teneur en cacao (322) Lécithine de soja) Agent levant (5000) Sucre artificiel (vanilline) Sel Contient du lait, du blé (gluten) du soja",504.0,22.2,10.9,71.7,40.0,0.435,4.35,0.217,0.087
6111180000231,levure pâtisserie,,Maroc,80 g,Baking powder or raising agent,Halal,not-applicable,c,4.0,"Bicarbonate de sodium, amidon de maïs, pyrophosphate de sodium",183.0,0.0,0.0,43.4,0.0,0.0,0.0,0.0,0.0
6111128000163,Ain Saiss Eau Minerale Naturelle,Danone,"Maroc,États-Unis",0.33 L,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales",,a,not-applicable,,"Calcium : 63,5
Magnésium : 35,5
Nitratex : 7
Sodium 8
Chlorures : 19,8
Sulfate : 3,8
Bicarbonate : 372
Potassium : 1",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
3175680011480,Sésame,Gerblé,"Belgium, Bulgaria, France, en:switzerland",230g,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits","No preservatives, Made in France, Natural flavors, No colorings, No palm oil, Nutriscore, Nutriscore Grade B, Triman, en:green-dot",c,c,4.0,"Farine de blé 57%, sucre de canne roux, huile de colza, sésame toasté 10,6%, germe de blé 5,4%, farine complète de blé 5,4%, arôme naturel, magnésium, émulsifiant : lécithines, poudres à lever (tartrates de potassium, carbonates de sodium, carbonates d'ammonium), sel de mer, amidon de blé, vitamines (E, PP, B6, B1, B9).",467.0,18.0,2.0,64.0,17.0,4.6,10.0,0.38,0.152
6111162000839,Confiture de fraise,Délicia,Maroc,430 g,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Petit-déjeuners,Produits à tartiner,Fruits et produits dérivés,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises","No preservatives, en:100-natural",unknown,b,3.0,"Fraises, sucre.",250.0,0.3,,61.33,63.0,,0.5,,
6111035001659,Ain Atlas,Eau minérale naturelle des Montagnes d'Atlas,Maroc,5L,"Boissons,Eaux,Eaux de sources,Eaux minérales",,a,not-applicable,,"Composition Minérale en mg/L 
Résidu Sec à 110°C: 249 en mg/L 
- Sodium 48 
- Calcium 18 
- Magnésium 13 
- Potassium
- Bicarbonates 217 
- Chlorures 12 
- Sulfates 8 
- Nitrates 4",,,,,,,,0.0,0.0
6111242100206,Yaourt nature,Jaouda,"Maroc,en:morocco",110 g,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts natures",,b,b,3.0,"lait frais entier, poudre de lait écrémé, amidon, ferment lactique sélectionné",78.5,3.3,2.4,8.0,0.0,0.0,4.2,0.0,0.0
6111035001635,Ain Atlas,Eau minérale naturelle,Maroc,1.5 L,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales",,a,not-applicable,,Sodium 48 Calcium 18 Magnésium 13 Potassium 8 Bicarbonates 217 Chlorures 12 Sulfates Nitrates 4,0.0,0.0,0.0,0.0,0.0,,0.0,0.12,0.048
6111184004129,Mayonnaise recette originale,Star,Maroc,280ml 17 dh,"Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries",,d,d,4.0,"Huile de soja, eau, vinaigre de table, jaune d’œufs, moutarde&quot;, sel, stabilisants (E412, E415), conservateur : (E202, E211) et antioxydant : E330. * contient des sulfites",592.0,65.21,9.8,0.22,0.05,,1.12,1.75,0.7
5025125000006,Sourdough White Ciabattin,Jason's,"Ireland,United Kingdom,United States",580 g,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,White breads,Sourdough-bread","Vegetarian,Vegan,Great Taste",b,unknown,3.0,"Wheat Flour (Fortified with Calcium Carbonate, Iron, Niacin, Thiamin), Water, Salt, Fermented Wheat Flour.",230.0,0.8,0.1,44.1,2.4,2.9,10.1,0.905,0.362
54491472,"coca cola 0,5",Coca-Cola,"Австрия,Бельгия,Болгария,Хорватия,Франция,Германия,Венгрия,Марокко,Польша,Румыния,Сербия,Испания,Швейцария,Великобритания,Казахстан",0.5l,"en:Beverages and beverages preparations,Напитки,Газированные напитки,Газированные безалкагольные напитки,Безалкогольные напитки,en:Colas,Напитки с добавлением сахара",en:Made in Swiss,e,not-applicable,4.0,"water, fructose-glucose syrup, carbon dioxide, colorant: e150d, acid: phosphoric acid, natural flavors, caffeine flavoring,",45.2,0.0,0.0,11.2,11.2,0.0,0.0,0.0,0.0
6111128000460,,aïn Saiss,Maroc,5 L,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales,Eaux minérales naturelles",,a,not-applicable,1.0,eau,,,,,,,,0.002,0.0008
20995553,Chocolat noir - 85% cacao,J.D. Gross,"Austria,Belgium,Bulgaria,Estonia,Finland,France,Germany,Italy,Lithuania,Slovakia,Slovenia,Spain,United Kingdom",125g,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","Vegetarian,Fair trade,Fairtrade International,No artificial flavors,Vegan,Fairtrade cocoa,FSC,FSC Mix,Max Havelaar",d,d,4.0,"Pâte de cacao, cacao maigre en poudre, beurre de cacao, sucre, émulsifiant : lécithines (soja) ; extrait de vanille. Traces éventuelles de fruits à coque et de lait.",600.0,48.0,28.0,36.0,12.0,16.0,12.0,0.0,0.0
3268840001008,CRISTALINE Eau De Source 0.5L,Cristaline,"Belgique,Côte d'Ivoire,France,Allemagne,Luxembourg,Mali,Martinique,Russie,Suisse,Royaume-Uni",500 ml,"Boissons et préparations de boissons,Boissons,Snacks,Eaux,Eaux de sources","Triman,Sans Nitrates",a,not-applicable,1.0,Eau de source,0.0,0.0,0.0,0.0,,,,0.00476,0.001904
3017620422003,Nutella,"Nutella,Ferrero","Belgique,France,Allemagne,Inde,Italie,Luxembourg,Maroc,Pays-Bas,Philippines,Pologne,Roumanie,Espagne,Suisse,Turquie,Royaume-Uni,États-Unis",400 g,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes","Végétarien,Sans gluten,Sans conservateurs,Sans matière grasse hydrogénée,Triman",e,e,4.0,"Sucre, huile de palme, NOISETTES 13%, cacao maigre 7,4%, LAIT écrémé en poudre 6,6%, LACTOSERUM en poudre, émulsifiants: lécithines [SOJA), vanilline. Sans gluten.",539.0,30.9,10.6,57.5,56.3,0.0,6.3,0.107,0.0428
5025125000112,Proper Sourdough,Jason's Sourdough,en:gb,450 g,"Plant-based foods and beverages,Plant-based foods,Breads,Sourdough-bread","Vegetarian,No artificial flavors,No artificial preservatives,Vegan",b,unknown,3.0,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rye Flour, Salt, Fermented Wheat",237.0,0.7,0.1,46.4,2.1,3.0,9.7,0.7875,0.315
5025125000037,SLICED WHITE SOURDOUGH BREAD WITH GRAINS & SEEDS,JASONS SOURDOUGH,gb,580 g,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Vegan,Vegetarian","Vegan,Vegetarian",a,a,3.0,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Mixed Seeds (Golden Linseeds, Sunflower Seeds (6%), Sprouted Spelt (Wheat) Grains (1.5%), Salt, Fermented Wheat Flour.",237.0,2.7,0.3,40.2,1.4,4.7,10.7,0.89,0.356
6111203006653,Cheddar,la Hollandaise,"Morocco, en:united-states",24 336g,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Cheeses from the United Kingdom, Cheeses from England, Cheddar cheese, en:cheddar-slices",agrément sanitaire MA,d,d,4.0,"(AJR 30%) ¿S-250 (AJR 100%) ¿S 10 (AJR 30%) ¿L 3,5 (AJR 30%) ¿S 300 فيتامين A فيتامين D فيتامين E كالسيوم جبنة مذوبة للدهن 50% مواد دسمة في المادة الجافة. الوزن الصافي : - المكونات حليب خالي من الدسم مشكل شيدر %25، زبدة، أملاح مستحلبة (E452 E341 E450) بروتينات الحليب قلح، مادة حافظة: سوربات البوتاسيوم، الكالسيوم، فيتامين ED،A أنتج بالمغرب من م.ص. عين الـ يحفظ في مكا تاريخ الاستخـ Agrément sanitaire MA LPL.5.11.13 111203 006653 LOONEY TUNES TH www.LOONEYTUNES.COM TH&War Bros Certamente 615) // AJR = Apports j",270.0,21.0,12.0,6.0,6.0,,9.0,1.5,0.6
20724696,Mandeln,"Alesto, Lidl","Bélgica,Bulgaria,República Checa,Francia,Alemania,Grecia,Hungría,Polonia,Portugal,Rumania,Eslovenia,España,Suiza,Reino Unido",200g,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, en:almonds","Vegetariano,Vegano,Unión Vegetariana Europea,Unión Vegetariana y vegana Europea,Nutriscore,Nutriscore A,Triman",a,d,1.0,shelled almonds,621.0,53.3,4.3,4.8,4.8,12.1,24.5,0.002,0.0008
6111184001562,Sel de table iodé,Star,Maroc,400g,"Condiments, Salts, Table salts, Groceries, fr:sels-fins",,not-applicable,a,2.0,"Sel, iodate de potassium et anti-agglomérants",,0.0,0.0,0.0,0.0,0.0,,99.0,39.6
6111184004730,Ketchup star 310 g,Star,Morocco,310,"en:Condiments, en:Sauces, en:Tomato sauces, en:Ketchup, en:Groceries",en:no-gluten,c,b,,نشا: مشخن المائدة، خل الطماطلخ مركز سكر، ماء، المکونات: وتوابل.حافظة (E202.E211) ملح،مواد معدل,108.0,0.08,0.0,25.7,22.36,0.0,1.12,0.00555,0.00222
6111029000118,Cosumar Sucre En Lingot Pour Le Thé 1 kg,COSUMAR,"Morocco, en:united-states",1 kg 1000 g,"en:Sweeteners, en:Sugars",,e,a,,Sugar,400.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
20267605,Cashewkerne,"Alesto, 05 x Lidl 10.25","Austria,Belgium,Croatia,France,Germany,Hungary,Italy,Poland,Spain,Sweden,Switzerland,United Kingdom",200g,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashew nuts","Low or no salt,Vegetarian,Source of proteins,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot,Magnesium source,No added salt,No palm oil,Rich in unsaturated fatty acids",b,d,,Cashews,600.0,47.6,9.0,19.8,6.5,5.2,20.5,0.02,0.008
80177173,Nutella,Ferrero,"República Checa,Dinamarca,Estónia,Finlândia,França,Alemanha,Itália,Letónia,Lituânia,Noruega,Polónia,Portugal,Espanha,Suécia,Reino Unido",350 g,"Pequenos alomoços,Produtos para barrar,Doces para barrar,fr:Pâtes à tartiner,Creme para barrar de avelã,Creme para barrar de chocolate,Creme para barrar de avelã e cacau","Vegetariano,Sem glúten,Sem conservantes,Ponto Verde,Sem corantes,Sem gorduras hidrogenadas,Triman",e,d,4.0,"Sugar, palm oil, _hazelnuts_ (13%), skimmed _milk_ powder (8,7%), fat-reduced cocoa (7,4%), emulsifier: lecithins (_soya_), vanillin.",539.0,30.9,10.6,57.5,56.3,,6.3,0.107,0.0428
3362600011044,Henry’s,Henry's,Maroc,42g,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits",,e,c,4.0,"Farine de froment, sucre, graisse végétale, sucre inverti, agents levants ( bicarbonate d'ammonium - bicarbonate de sodium), sel, arome.",440.0,10.8235,5.2941,76.4706,24.2353,2.3529,7.6471,0.882353,0.3529412
6111032001003,Assil,Danone,Morocco,110 g,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,c,b,,"ليوغور م.د,%2. مصنوع إخط قد يمكن أن يحتوي على الگلوتين، الجوز والبندق. 2.",95.5,2.7,1.8,14.0,8.0,2.0,3.4,0.0,0.0
6111032000600,Salim,Salim,Morocco,1 l,"Dairies,Milks",No gluten,unknown,c,1.0,gluten free,58.0,3.0,2.0,4.8,,,3.0,,
5449000214911,Coca-Cola,Coca-Cola,"Belgio,Croazia,Cipro,Francia,Germania,Grecia,Ungheria,Italia,Serbia,Spagna,Svizzera",330 ml,"Bevande e preparati per bevande,Bevande,Bevande effervescente,Bibite gassate,Bibite gassate senza succo di frutta,Cola,Bibite gassate zuccherate senza succo di frutta,Bevande zuccherate","Prodotto in Francia,Triman,Povratna naknada",e,not-applicable,4.0,"Eau gazéifiée, sucre, colorant: E150d, acidifiant: acide phosphorique, arômes naturels, arôme caféine.",42.0,0.0,0.0,10.6,10.6,,0.0,0.0,0.0
6111242100305,Cremy,jaouda,Maroc,110g,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts",,a,b,4.0,"Lait frais, sucre, poudre de lait écrémé, texturant : amidon, crème, arôme, ferments lactiques sélectionnés, matière grasse 3%",109.0,3.0,0.4,16.9,2.0,,3.6,0.0,0.0
80135463,,nutella,"Austria,Bélgica,Bulgaria,Francia,Alemania,Hungría,Italia,Marruecos,Portugal,Rumania,España,Suiza,Reino Unido",200 g,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Untables,Untables vegetales,Untables dulces,fr:Pâtes à tartiner,Cremas a base de avellanas,Cremas de chocolate,Cremas de cacao y avellanas","Sin gluten,Punto Verde,Triman",e,e,4.0,"Sucre, huile de palme, _NOISETTES_ 13%, _LAIT_ écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants : lécithines [_SOJA_] ; vanilline.",539.0,30.9,10.6,57.5,56.3,,6.3,0.107,0.0428
5449000061515,Ciel,THE COCA-COLA COMPANY,Maroc,1 l,"Boissons,Eaux,Boissons sans alcool",Halal,b,not-applicable,1.0,"eau minérale, calcium, magnésium, sodium, potassium, bicarbonates, chlorures, sulfates, nitrates",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02
42104964,Ciel 33cl,Ciel,"Italy,Morocco",33cl,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux de table",,a,not-applicable,,ماء مصفى (معالج ومنضح) وأملاح معدنية (ماغنسيوم),0.0,0.0,0.0,0.0,0.0,,0.0,0.13,0.052
8425197712024,,Maruja,"Algeria,Cameroon,France,Morocco,Spain",150 g,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolates,Compound chocolates,Food","Green Dot,Made in Spain,Ce",e,unknown,4.0,"sugar, cocoa butter, whole milk powder, cocoa mass, almonds, emulsifier (soya lecithin), flavoring",539.0,33.0,25.0,53.0,50.0,,7.2,0.275,0.11
6111128000088,ain saiss 50cl,عين سايس,Maroc,,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales",Point Vert,a,not-applicable,1.0,Eau.,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6111246721278,Cream cheese,Original,en:Morocco,1 kg,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cream cheeses",,a,d,3.0,"Lait de Vache pasteurisé, Crème fraiche pasteurisée
ferments lactiques, Présure,Sel.",257.0,18.0,0.0,3.1,0.0,0.0,10.0,0.0,0.0
5740900404465,Spreadable Slightly Salted,Lurpak,United Kingdom,400g,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters",Vegetarian,e,d,2.0,"butter (64%) (milk), rapeseed oil, water, lactic culture (milk), salt",706.0,78.0,35.0,0.6,0.6,,0.5,0.885,0.354
6111035003523,,BAHIA,Maroc,5 litres,"boissons, eaux, eaux-de-sources, eaux-minérales, eaux-de-table, fr:boissons, fr:eaux",,b,not-applicable,1.0,Eau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6111035003004,Oulmes Eau Gazeuse,Oulmès,Maroc,50cl,"Boissons,Boissons gazeuses,Eaux,Eaux de sources,Eaux minérales,Eaux gazeuses,Eaux minérales gazeuses",,a,not-applicable,,oulmes eau gazeuse.                                      oulmes eau.                                                       oulmes.                                                                eau drink.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784,0.0314
7622210578464,Organic 70% Dark Chocolate Bar,Green & Black's,"France,Irlande,Suède,Royaume-Uni",90g,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolat noir en tablette extra dégustation à 70% de cacao minimum","Commerce équitable,Bio,Végétarien,Bio européen,Fairtrade International,Végétalien,PL-EKO-07,en:Soil Association Organic,The Vegan Society,en:Commerce équitable",e,d,3.0,"cocoa mass #, cane sugar #, cocoa butter #, vanilla extract #, may contain nuts, milk,",580.0,42.0,25.0,36.0,29.0,10.0,9.1,0.01,0.004
